,Invoice Date,Volume (L),Quarter,Fiscal Year,Item ID,Product,Product Type,Species,Anticoagulant,Gender
15025,2023-03-27,0.05,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
15028,2023-03-27,0.15000000000000002,2022Q4,2022,7243109,WASHED CELLS,5%,GUINEA PIG,ALSEVERS,GENDER UNSPECIFIED
15029,2023-03-27,0.30000000000000004,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15037,2023-03-27,0.1,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15043,2023-03-27,0.1,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15044,2023-03-27,0.05,2022Q4,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
15045,2023-03-27,0.2,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15056,2023-03-28,0.03,2022Q4,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
15063,2023-03-28,0.1,2022Q4,2022,7230801,WHOLE BLOOD,DEFIB,BOVINE,NONE,GENDER UNSPECIFIED
15064,2023-03-28,0.05,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15065,2023-03-28,0.05,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15066,2023-03-28,0.1,2022Q4,2022,7230801,WHOLE BLOOD,DEFIB,BOVINE,NONE,GENDER UNSPECIFIED
15067,2023-03-28,0.1,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15068,2023-03-28,0.1,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15069,2023-03-28,0.05,2022Q4,2022,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
15070,2023-03-28,0.1,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15071,2023-03-28,0.1,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15072,2023-03-28,0.2,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15073,2023-03-28,0.05,2022Q4,2022,7209003,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED
15074,2023-03-28,0.05,2022Q4,2022,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
15075,2023-03-28,0.05,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15076,2023-03-28,0.4,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15077,2023-03-28,0.2,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15078,2023-03-28,0.05,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15079,2023-03-28,0.1,2022Q4,2022,7230801,WHOLE BLOOD,DEFIB,BOVINE,NONE,GENDER UNSPECIFIED
15080,2023-03-28,0.1,2022Q4,2022,7209003,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED
15081,2023-03-28,0.1,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15082,2023-03-28,0.05,2022Q4,2022,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
15123,2023-03-29,0.15000000000000002,2022Q4,2022,7720103,WHOLE BLOOD,DONOR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
15232,2023-03-30,0.03,2022Q4,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
15241,2023-03-30,0.135,2022Q4,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
15243,2023-03-30,0.03,2022Q4,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
15245,2023-03-30,0.15000000000000002,2022Q4,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
15250,2023-03-30,0.03,2022Q4,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
15257,2023-03-30,0.1,2022Q4,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
15316,2023-03-31,0.05,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
15327,2023-03-31,0.1,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15379,2023-04-03,0.03,2022Q4,2022,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
15385,2023-04-03,0.05,2022Q4,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
15386,2023-04-03,0.2,2022Q4,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
15432,2023-04-03,0.1,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
15439,2023-04-03,0.1,2022Q4,2022,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
15440,2023-04-03,0.5,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15444,2023-04-03,0.03,2022Q4,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
15447,2023-04-03,0.05,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
15449,2023-04-03,0.03,2022Q4,2022,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
15451,2023-04-03,0.05,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
15455,2023-04-03,0.015,2022Q4,2022,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
15460,2023-04-03,0.5,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15488,2023-04-03,0.03,2022Q4,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
15509,2023-04-03,0.03,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
15515,2023-04-03,0.06,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
15532,2023-04-03,0.2,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
15533,2023-04-03,0.05,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
15534,2023-04-03,0.30000000000000004,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15535,2023-04-03,0.1,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15542,2023-04-03,0.1,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
15553,2023-04-03,0.1,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15555,2023-04-03,0.03,2022Q4,2022,7240808,WASHED CELLS,10%,BOVINE,ALSEVERS,GENDER UNSPECIFIED
15559,2023-04-03,0.2,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15563,2023-04-03,2.0,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15564,2023-04-03,0.5,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15568,2023-04-04,0.05,2022Q4,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
15572,2023-04-04,0.03,2022Q4,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
15577,2023-04-04,0.5,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15578,2023-04-04,0.05,2022Q4,2022,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
15579,2023-04-04,0.2,2022Q4,2022,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
15580,2023-04-04,0.5,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15581,2023-04-04,0.05,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15582,2023-04-04,0.1,2022Q4,2022,7209003,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED
15583,2023-04-04,0.05,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15586,2023-04-04,0.03,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
15632,2023-04-05,0.15000000000000002,2022Q4,2022,7720103,WHOLE BLOOD,DONOR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
15742,2023-04-06,0.03,2022Q4,2022,7240808,WASHED CELLS,10%,BOVINE,ALSEVERS,GENDER UNSPECIFIED
15748,2023-04-06,0.015,2022Q4,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
15755,2023-04-06,0.06,2022Q4,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
15757,2023-04-06,0.1,2022Q4,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
15759,2023-04-06,0.05,2022Q4,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
15761,2023-04-06,0.1,2022Q4,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
15765,2023-04-06,0.015,2022Q4,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
15769,2023-04-06,0.015,2022Q4,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
15773,2023-04-06,0.015,2022Q4,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
15779,2023-04-06,0.05,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
15780,2023-04-06,0.1,2022Q4,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
15797,2023-04-06,0.06,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
15799,2023-04-06,0.015,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
15803,2023-04-06,0.03,2022Q4,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
15825,2023-04-10,0.05,2022Q4,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
15826,2023-04-10,0.2,2022Q4,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
15846,2023-04-10,0.1,2022Q4,2022,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
15847,2023-04-10,0.05,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
15859,2023-04-10,0.5,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15907,2023-04-10,0.03,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
15931,2023-04-10,0.2,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
15932,2023-04-10,0.05,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
15933,2023-04-10,0.1,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15934,2023-04-10,0.30000000000000004,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15937,2023-04-10,4.0,2022Q4,2022,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
15939,2023-04-10,0.1,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15943,2023-04-10,0.1,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15944,2023-04-10,0.05,2022Q4,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
15954,2023-04-10,0.2,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15966,2023-04-11,0.1,2022Q4,2022,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
15967,2023-04-11,0.5,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15968,2023-04-11,0.1,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15969,2023-04-11,0.05,2022Q4,2022,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
15970,2023-04-11,0.1,2022Q4,2022,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
15971,2023-04-11,0.05,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15972,2023-04-11,0.1,2022Q4,2022,7230801,WHOLE BLOOD,DEFIB,BOVINE,NONE,GENDER UNSPECIFIED
15973,2023-04-11,0.05,2022Q4,2022,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
15974,2023-04-11,0.5,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15975,2023-04-11,0.05,2022Q4,2022,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
15976,2023-04-11,0.05,2022Q4,2022,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
15977,2023-04-11,0.05,2022Q4,2022,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
15978,2023-04-11,0.05,2022Q4,2022,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
15979,2023-04-11,0.15000000000000002,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
15980,2023-04-11,0.1,2022Q4,2022,7209003,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED
16027,2023-04-12,0.15000000000000002,2022Q4,2022,7720103,WHOLE BLOOD,DONOR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
16038,2023-04-12,0.015,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
16117,2023-04-13,0.1,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
16120,2023-04-13,0.2,2022Q4,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
16138,2023-04-13,0.03,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
16147,2023-04-13,0.015,2022Q4,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
16151,2023-04-13,0.015,2022Q4,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
16155,2023-04-13,0.09,2022Q4,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
16156,2023-04-13,0.03,2022Q4,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
16157,2023-04-13,0.1,2022Q4,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
16163,2023-04-13,0.05,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
16164,2023-04-13,0.1,2022Q4,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
16174,2023-04-13,0.1,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
16177,2023-04-13,0.03,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
16188,2023-04-14,0.05,2022Q4,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
16240,2023-04-17,0.015,2022Q4,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
16248,2023-04-17,0.05,2022Q4,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
16249,2023-04-17,0.03,2022Q4,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
16250,2023-04-17,0.2,2022Q4,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
16296,2023-04-17,0.1,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
16298,2023-04-17,0.1,2022Q4,2022,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
16301,2023-04-17,0.1,2022Q4,2022,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
16302,2023-04-17,0.015,2022Q4,2022,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
16304,2023-04-17,0.03,2022Q4,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
16308,2023-04-17,0.05,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
16314,2023-04-17,0.5,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
16348,2023-04-17,0.3,2022Q4,2022,7243108,WASHED CELLS,10%,GUINEA PIG,ALSEVERS,GENDER UNSPECIFIED
16350,2023-04-17,0.03,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
16352,2023-04-17,0.06,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
16365,2023-04-17,0.2,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
16366,2023-04-17,0.05,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
16379,2023-04-17,0.1,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
16380,2023-04-17,0.30000000000000004,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
16388,2023-04-17,0.015,2022Q4,2022,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
16407,2023-04-17,0.1,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
16409,2023-04-17,0.03,2022Q4,2022,7240808,WASHED CELLS,10%,BOVINE,ALSEVERS,GENDER UNSPECIFIED
16414,2023-04-17,0.2,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
16416,2023-04-17,2.0,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
16417,2023-04-17,0.5,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
16426,2023-04-18,0.05,2022Q4,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
16431,2023-04-18,0.03,2022Q4,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
16440,2023-04-18,0.1,2022Q4,2022,7230801,WHOLE BLOOD,DEFIB,BOVINE,NONE,GENDER UNSPECIFIED
16441,2023-04-18,0.05,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
16442,2023-04-18,0.1,2022Q4,2022,7230801,WHOLE BLOOD,DEFIB,BOVINE,NONE,GENDER UNSPECIFIED
16443,2023-04-18,0.05,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
16444,2023-04-18,0.05,2022Q4,2022,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
16445,2023-04-18,0.05,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
16446,2023-04-18,0.05,2022Q4,2022,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
16447,2023-04-18,0.05,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
16448,2023-04-18,0.1,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
16455,2023-04-18,0.03,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
16520,2023-04-20,0.15000000000000002,2022Q4,2022,7720103,WHOLE BLOOD,DONOR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
16532,2023-04-20,0.03,2022Q4,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
16557,2023-04-20,0.015,2022Q4,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
16560,2023-04-20,0.015,2022Q4,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
16561,2023-04-20,0.03,2022Q4,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
16562,2023-04-20,0.1,2022Q4,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
16563,2023-04-20,0.1,2022Q4,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
16566,2023-04-20,0.1,2022Q4,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
16569,2023-04-20,0.015,2022Q4,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
16572,2023-04-20,0.015,2022Q4,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
16583,2023-04-20,0.05,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
16584,2023-04-20,0.1,2022Q4,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
16627,2023-04-20,0.05,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
16674,2023-04-24,0.05,2022Q4,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
16682,2023-04-24,0.2,2022Q4,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
16699,2023-04-24,0.0,2022Q4,2022,7720103,WHOLE BLOOD,DONOR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
16719,2023-04-24,0.1,2022Q4,2022,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
16720,2023-04-24,0.5,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
16725,2023-04-24,0.05,2022Q4,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
16727,2023-04-24,0.015,2022Q4,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
16732,2023-04-24,0.5,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
16768,2023-04-24,0.03,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
16788,2023-04-24,0.2,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
16789,2023-04-24,0.05,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
16791,2023-04-24,0.1,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
16792,2023-04-24,0.30000000000000004,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
16796,2023-04-24,4.0,2022Q4,2022,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
16802,2023-04-24,0.1,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
16809,2023-04-24,0.1,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
16810,2023-04-24,0.05,2022Q4,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
16815,2023-04-24,0.2,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
16830,2023-04-25,0.03,2022Q4,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
16835,2023-04-25,0.1,2022Q4,2022,7230801,WHOLE BLOOD,DEFIB,BOVINE,NONE,GENDER UNSPECIFIED
16836,2023-04-25,0.1,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
16837,2023-04-25,0.05,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
